name,carbs,fats,proteins
CANDIES.MARS SNACKFOOD US.TWIX CHOC FUDGE COOKIE BARS,56,33.3,7.3
CANDIES.MARS SNACKFOOD US.TWIX PNUT BUTTER COOKIE BARS,54.15,32.67,9.18
CANDIES.MARSHMALLOWS,81.3,0.2,1.8
CANDIES.MILK CHOC,59.4,29.66,7.65
CANDIES.MILK CHOC COATD COFFEE BNS,55.25,33.18,7.41
CANDIES.MILK CHOC COATD PNUTS,49.7,33.5,13.1
CANDIES.MILK CHOC COATD RAISINS,68.4,14.8,4.1
CANDIES.MILK CHOC.W/ALMONDS,53.4,34.4,9
CANDIES.MILK CHOC.W/RICE CRL,59.67,29.37,7.64
CANDIES.MOUNDS CANDY BAR,58.59,26.6,4.6
CANDIES.MR. GOODBAR CHOC BAR,54.34,33.21,10.22
CANDIES.NESTLE.100 GRAND BAR,70.97,19.33,2.5
CANDIES.NESTLE.AFTER EIGHT MINTS,79.53,11.9,1.67
CANDIES.NESTLE.BABY RUTH BAR,64.8,21.6,5.4
CANDIES.NESTLE.BIT-O'-HONEY CANDY CHEWS,80.89,7.5,2
CANDIES.NESTLE.BUTTERFINGER BAR,72.9,18.9,5.4
CANDIES.NESTLE.CHUNKY BAR,60,27.5,7.5
CANDIES.NESTLE.CRUNCH BAR&DSSRT TOPPING,67,26,5
CANDIES.NESTLE.GOOBERS CHOC COVERED PNUTS,53,34,9.7
CANDIES.NESTLE.OH HENRY! BAR,65.5,23,7.7
CANDIES.NESTLE.RAISINETS CHOC COVERED RAISINS,71,17,4.4
CANDIES.NOUGAT.W/ ALMONDS,92.39,1.67,3.33
CANDIES.PEANUT BAR,47.4,33.7,15.5
CANDIES.PNUT BRITTLE.PREPARED-FROM-RECIPE,71.24,18.98,7.57
CANDIES.PRALINE.PREPARED-FROM-RECIPE,59.59,25.9,3.3
CANDIES.REESE'S BITES,55.18,29.85,11.34
CANDIES.REESE'S FAST BREAK.CANDY BAR,63.9,23.21,8.93
CANDIES.REESE'S NUTRAGEOUS CANDY BAR,52.8,32.09,11.28
CANDIES.REESE'S PIECES CANDY,59.86,24.77,12.46
CANDIES.REESE'S PNUT BUTTER CUPS,55.36,30.53,10.24
CANDIES.REESE'S.FAST BREAK.MILK CHOC PNT BTR & SFT NUGTS,61.6,23.42,8.66
CANDIES.ROLO CARAMELS IN MILK CHOC,67.95,20.93,5.08
CANDIES.SEMISWEET CHOC,63.9,30,4.2
CANDIES.SEMISWEET CHOC.MADE W/BUTTER,63.4,29.7,4.2
CANDIES.SESAME CRUNCH,50.3,33.3,11.6
CANDIES.SOFT FRUIT & NUT SQUARES,73.81,9.52,2.31
CANDIES.SPL DK CHOC BAR,60.49,32.4,5.54
CANDIES.SUGAR-COATED ALMONDS,68.26,17.93,10
CANDIES.SWEET CHOCOLATE,60.4,34.2,3.9
CANDIES.SWT CHOC COATD FONDANT,80.4,9.3,2.2
CANDIES.SYMPHONY MILK CHOC BAR,58.01,30.57,8.51
CANDIES.TAFFY.PREPARED-FROM-RECIPE,91.56,3.33,0.03
CANDIES.TAMARIND,91.96,0,0
CANDIES.TOBLERONE.MILK CHOC W/ HONEY & ALMOND NOUGAT,61.21,28.57,5.71
CANDIES.TOFFEE.PREPARED-FROM-RECIPE,64.72,32.75,1.07
CANDIES.TOOTSIE ROLL.CHOCOLATE-FLAVOR ROLL,87.73,3.31,1.59
CANDIES.TRUFFLES.PREPARED-FROM-RECIPE,44.88,33.76,6.21
CANDIES.TWIZZLERS CHERRY BITES,79.38,1.7,2.97
CANDIES.TWIZZLERS NIBS CHERRY BITS,79.37,2.64,2.3
CANDIES.TWIZZLERS STRAWBERRY TWISTS CANDY,79.16,2.32,2.56
CANDIES.WHATCHAMACALLIT CANDY BAR,63.23,23.68,8.04
CANDIES.WHITE CHOC,59.24,32.09,5.87
CANDIES.YORK BITES,81.64,7.32,1.78
CANDIES.YORK PEPPERMINT PATTIE,80.99,7.17,2.19
CAPERS.CANNED,4.89,0.86,2.36
CARAMBOLA.(STARFRUIT).RAW,6.73,0.33,1.04
CARAWAY SEED,49.9,14.59,19.77
CARBONATED BEV.CHOCOLATE-FLAVORED SODA,10.7,0,0
CARBONATED BEV.CRM SODA,13.3,0,0
CARBONATED BEV.LOCAL.OTHR THAN COLA OR PEP.W/ NA SAC.WO/ CAF,0.1,0,0
CARDOON.CKD.BLD.DRND.W/SALT,4.74,0.11,0.76
CARDOON.CKD.BLD.DRND.WO/SALT,5.33,0.11,0.76
CARDOON.RAW,4.07,0.1,0.7
CARIBOU.BONE MARROW.RAW (ALASKA NATIVE),0,84.4,6.7
CARIBOU.EYE.RAW (ALASKA NATIVE),0,31.4,10.8
CARIBOU.HIND QUARTER MEAT.RAW (ALASKA NATIVE),0,3.37,22.63
CARIBOU.HIND QUARTER.MEAT.CKD (ALASKA NATIVE),0,4.82,28.81
CARIBOU.LIVER.RAW (ALASKA NATIVE),6.8,3.9,15
CARIBOU.RUMP MEAT.HALF DRIED (ALASKA NATIVE),0,5.23,52.06
CARIBOU.SHLDR MEAT.DRIED (ALASKA NATIVE),0,3.67,59.38
CARIBOU.TONGUE.RAW (ALASKA NATIVE),0,22.8,13.7
CARISSA.(NATAL-PLUM).RAW,13.63,1.3,0.5
CAROB FLOUR,88.88,0.65,4.62
CARP.COOKED.DRY HEAT,0,7.17,22.86
CARP.RAW,0,5.6,17.83
CARRABBA'S ITALIAN GRILL.CHICK PARMESAN WO/ CAVATAPPI PASTA,7.8,10.95,19
CARRABBA'S ITALIAN GRILL.CHS RAVIOLI W/ MARINARA SAU,17.62,6,7.96
CARRABBA'S ITALIAN GRILL.LASAGNE,12.36,11.06,10.48
CARRABBA'S ITALIAN GRILL.SPAGHETTI W/ MEAT SAU,15.71,3.92,5.87
CARRABBA'S ITALIAN GRILL.SPAGHETTI W/ POMODORO SAU,18.63,1.75,3.42
CARROT JUICE.CANNED,9.28,0.15,0.95
CARROT.DEHYDRATED,79.57,1.49,8.1
CARROTS.BABY.RAW,8.24,0.13,0.64
CARROTS.CKD.BLD.DRND.W/SALT,8.22,0.18,0.76
CARROTS.CKD.BLD.DRND.WO/SALT,8.22,0.18,0.76
CARROTS.CND.NO SALT .DRND SOL,5.54,0.19,0.64
CARROTS.CND.NO SALT.SOL&LIQUIDS,5.36,0.14,0.59
CARROTS.CND.REG PK.DRND SOL,5.54,0.19,0.64
CARROTS.CND.REG PK.SOL&LIQUIDS,5.37,0.14,0.58
CARROTS.FROZEN.UNPREPARED,7.9,0.46,0.78
CARROTS.FRZ.CKD.BLD.DRND.W/SALT,7.73,0.68,0.58
CARROTS.FRZ.CKD.BLD.DRND.WO/SALT,7.73,0.68,0.58
CARROTS.RAW,9.58,0.24,0.93
CASHEW BUTTER.PLN.W/SALT,30.3,53.03,12.12
CASHEW BUTTER.PLN.WO/SALT,27.57,49.41,17.56
CASHEW NUTS.DRY RSTD.W/SALT,32.69,46.35,15.31
CASHEW NUTS.DRY RSTD.WO/SALT,32.69,46.35,15.31
CASHEW NUTS.OIL RSTD.W/SALT,30.16,47.77,16.84
CASHEW NUTS.OIL RSTD.WO/SALT,29.87,47.77,16.84
CASSAVA.RAW,38.06,0.28,1.36
CATFISH.CHANNEL.CKD.BREADED&FRIED,8.04,13.33,18.09
CATFISH.CHANNEL.FARMED.CKD.DRY HEAT,0,7.19,18.44
CATFISH.CHANNEL.FARMED.RAW,0,5.94,15.23
CATFISH.CHANNEL.WILD.CKD.DRY HEAT,0,2.85,18.47
CATFISH.CHANNEL.WILD.RAW,0,2.82,16.38
Catsup,27.4,0.1,1.04
CATSUP.LOW SODIUM,27.4,0.1,1.04
CATTAIL.NARROW LEAF SHOOTS (NORTHERN PLAINS INDIANS),5.14,0,1.18
CAULIFLOWER.CKD.BLD.DRND.W/SALT,4.11,0.45,1.84
CAULIFLOWER.CKD.BLD.DRND.WO/SALT,4.11,0.45,1.84
CAULIFLOWER.FRZ.CKD.BLD.DRND.W/SALT,3.16,0.22,1.61
CAULIFLOWER.FRZ.CKD.BLD.DRND.WO/SALT,3.75,0.22,1.61
CAULIFLOWER.FRZ.UNPREP,4.68,0.27,2.01
CAULIFLOWER.GREEN.RAW,6.09,0.3,2.95
CAULIFLOWER.GRN.CKD.NO SALT ADDED,6.28,0.31,3.04
CAULIFLOWER.GRN.CKD.W/ SALT,6.28,0.31,3.04
CAULIFLOWER.RAW,4.97,0.28,1.92
CAVIAR.BLACK&RED.GRANULAR,4,17.9,24.6
CELERIAC.CKD.BLD.DRND.W/SALT,5.9,0.19,0.96
CELERIAC.CKD.BLD.DRND.WO/SALT,5.9,0.19,0.96
CELERIAC.RAW,9.2,0.3,1.5
CELERY FLAKES.DRIED,63.7,2.1,11.3
CELERY SEED,41.35,25.27,18.07
CELERY.CKD.BLD.DRND.W/SALT,4,0.16,0.83
CELERY.CKD.BLD.DRND.WO/SALT,4,0.16,0.83
CELERY.RAW,2.97,0.17,0.69
CELTUCE.RAW,3.65,0.3,0.85
CEREALS RTE.ALPEN,75.7,3.3,11.2
CEREALS RTE.BARBARA'S PUFFINS.ORIGINAL,84,3.7,7.41
CEREALS RTE.CASCADIAN FARM.CINN CRUNCH,81.59,8.5,5.69
CEREALS RTE.CASCADIAN FARM.HONEY NUT O'S,83.09,3.29,8.3
CEREALS RTE.CASCADIAN FARM.MULTI-GRAIN SQUARES,83,1.89,9.39
CEREALS RTE.CHOCOLATE-FLAVORED FRSTD PUFFED CORN,87.2,3.5,3.34
CEREALS RTE.FAMILIA,73.8,6.3,9.5
CEREALS RTE.FRSTD OAT CRL W/MARSHMALLOWS,84.7,3.33,7.1
CEREALS RTE.GENERAL MILLS.25% LESS SUGAR CINN TOAST CRUNCH,78.19,9.89,5.09
CEREALS RTE.GENERAL MILLS.25% LESS SUGAR TRIX,85.5,4,5.4
CEREALS RTE.GENERAL MILLS.APPL CINN CHEERIOS,79.9,6.09,8.3
CEREALS RTE.GENERAL MILLS.APPL CINN CHEX,82.8,6.45,4.69
CEREALS RTE.GENERAL MILLS.BASIC 4,79.09,4,6.69
CEREALS RTE.GENERAL MILLS.BERRY BERRY KIX,83.9,4.19,6.19
CEREALS RTE.GENERAL MILLS.BERRY BURST CHEERIOS.TRIPLE BERRY,80.5,4.5,8.8
CEREALS RTE.GENERAL MILLS.BOO BERRY,85.4,4.3,5.5
CEREALS RTE.GENERAL MILLS.CHEERIOS,73.23,6.73,12.09
CEREALS RTE.GENERAL MILLS.CHEERIOS.BANANA NUT,84.69,4,5.5
CEREALS RTE.GENERAL MILLS.CHEERIOS.CHOC,83.5,5.09,5.8
CEREALS RTE.GENERAL MILLS.CHEERIOS.YOGURT BURST.STRAWBERRY,81.75,5.23,6.67
CEREALS RTE.GENERAL MILLS.CHOC CHEX,81.09,8.39,4.8
CEREALS RTE.GENERAL MILLS.CHOC LUCKY CHARMS,84.4,4.4,5.59
CEREALS RTE.GENERAL MILLS.CINN BURST CHEERIOS,83.2,6.09,6.3
CEREALS RTE.GENERAL MILLS.CINN CHEX,82.4,6.59,5
CEREALS RTE.GENERAL MILLS.CINN TOAST CRUNCH,77.99,10.25,5.45
CEREALS RTE.GENERAL MILLS.COCOA PUFFS,83.7,5.2,5.6
CEREALS RTE.GENERAL MILLS.COCOA PUFFS.25% RED SUGAR,82.69,5.19,6.5
CEREALS RTE.GENERAL MILLS.COOKIE CRISP,84.5,4.4,5.2
CEREALS RTE.GENERAL MILLS.CORN CHEX,85,2.4,6.4
CEREALS RTE.GENERAL MILLS.COUNT CHOCULA,84.5,4.69,5.4
CEREALS RTE.GENERAL MILLS.DORA THE EXPLORER,82.8,5.7,5.6
CEREALS RTE.GENERAL MILLS.DULCE DE LECHE CHEERIOS,82,5.69,6.5
CEREALS RTE.GENERAL MILLS.FIBER ONE 80 CAL.CHOC SQUARES,84,2.9,3.29
CEREALS RTE.GENERAL MILLS.FIBER ONE 80 CAL.HONEY SQUARES,85.19,2.59,4.8
CEREALS RTE.GENERAL MILLS.FIBER ONE BRAN CRL,84.3,2.29,6.59
CEREALS RTE.GENERAL MILLS.FIBER ONE.CARAMEL DELIGHT,82.69,5.8,5.8
CEREALS RTE.GENERAL MILLS.FIBER ONE.HONEY CLUSTERS,83.9,2.59,7.69
CEREALS RTE.GENERAL MILLS.FIBER ONE.NUTTY CLUSTERS & ALMONDS,79.5,6.8,7.9
CEREALS RTE.GENERAL MILLS.FIBER ONE.RAISIN BRAN CLUSTERS,83.4,2.29,6.3
CEREALS RTE.GENERAL MILLS.FRANKENBERRY,85.4,4.3,5.5
CEREALS RTE.GENERAL MILLS.FRSTD CHEERIOS,79.8,4.69,9
CEREALS RTE.GENERAL MILLS.FRSTD TOAST CRUNCH,78.59,10.1,5.19
CEREALS RTE.GENERAL MILLS.FRUITY CHEERIOS,84.19,4.59,5.8
CEREALS RTE.GENERAL MILLS.GOLDEN GRAHAMS,85.1,3.2,5.3
CEREALS RTE.GENERAL MILLS.HONEY KIX,83,3.9,6.4
CEREALS RTE.GENERAL MILLS.HONEY NUT CHEERIOS,79.69,5,8.85
CEREALS RTE.GENERAL MILLS.HONEY NUT CHEERIOS.MEDLEY CRUNCH,79.5,5.4,9.1
CEREALS RTE.GENERAL MILLS.HONEY NUT CHEX,86.67,2,6.3
CEREALS RTE.GENERAL MILLS.HONEY NUT CLUSTERS,85.2,2,7.7
CEREALS RTE.GENERAL MILLS.KIX,82.82,3.46,7.69
CEREALS RTE.GENERAL MILLS.LUCKY CHARMS,80.89,5.02,7.67
CEREALS RTE.GENERAL MILLS.MULTI GRAIN CHEERIOS.PNUT BUTTER,82,6.19,6.8
CEREALS RTE.GENERAL MILLS.MULTI-GRAIN CHEERIOS,81.4,4.09,8.3
CEREALS RTE.GENERAL MILLS.NATURE VALLEY LOFAT FRUIT GRANOLA,79.4,4.69,7.9
CEREALS RTE.GENERAL MILLS.OAT CLUSTER CHEERIOS CRUNCH,80.7,4.6,8.5
CEREALS RTE.GENERAL MILLS.OATMEAL CRISP.CRUNCHY ALMOND,78.09,6.69,9.89
CEREALS RTE.GENERAL MILLS.OATMEAL CRISP.HEARTY RAISIN,80.8,3.79,8.5
CEREALS RTE.GENERAL MILLS.PNUT BUTTER TOAST CRUNCH,76.19,9.8,8.19
CEREALS RTE.GENERAL MILLS.RAISIN NUT BRAN,80,5.3,8.19
CEREALS RTE.GENERAL MILLS.REESE'S PUFFS,75.6,11.1,6.8
CEREALS RTE.GENERAL MILLS.RICE CHEX,85.09,1.89,6.4
CEREALS RTE.GENERAL MILLS.RICE CRUNCHINS,80.95,2.38,4.76
CEREALS RTE.GENERAL MILLS.TOTAL RAISIN BRAN,76.8,1.6,5.6
CEREALS RTE.GENERAL MILLS.TRIX,86.19,3.79,4.9
CEREALS RTE.GENERAL MILLS.WHEAT CHEX,82.2,1.8,9.8
CEREALS RTE.GENERAL MILLS.WHEATIES,83.3,2.3,8.3
CEREALS RTE.GENERAL MILLS.WHL GRAIN TOTAL,74.7,2.1,8.4
CEREALS RTE.GRANOLA.HOMEMADE,53.88,24.31,13.67
CEREALS RTE.HEALTH VALLEY.FIBER 7 FLAKES,78.15,1.41,14.44
CEREALS RTE.KASHI 7 WHL GRAIN FLAKES,81.4,1.5,11
CEREALS RTE.KASHI 7 WHL GRAIN HONEY PUFFS,79,1.8,10
CEREALS RTE.KASHI 7 WHL GRAIN NUGGETS,81,2.8,11.8
CEREALS RTE.KASHI 7 WHL GRAIN PUFFS,78.6,2.3,13
CEREALS RTE.KASHI BERRY BLOSSOM,83.09,3,7.5
CEREALS RTE.KASHI GO LN CRUNCH!.HONEY ALMOND FLAX,66.9,9.9,16.79
CEREALS RTE.KASHI GOLEAN,67.19,2.2,24.89
CEREALS RTE.KASHI GOLEAN CRISP CINN CRUMBLE,62.59,8.19,22.1
CEREALS RTE.KASHI GOLEAN CRISP TSTD BERRY CRUMBLE,66.69,8.19,18
CEREALS RTE.KASHI GOLEAN CRUNCH!,71.4,5.9,16.7
CEREALS RTE.KASHI GOLEAN VANILLA GRAHAM CLUSTERS,70.09,2.59,21.5
CEREALS RTE.KASHI GOOD FRIENDS,79.3,3.2,9.4
CEREALS RTE.KASHI HEART TO HEART.HONEY TSTD OAT,78.69,5,11.39
CEREALS RTE.KASHI HEART TO HEART.WARM CINN,78.5,4.9,11.6
CEREALS RTE.KASHI HONEY SUNSHINE,82,4.09,7.8
CEREALS RTE.KASHI INDIGO MORNING,82.8,3.4,7.7
CEREALS RTE.KASHI ORGANIC PROMISE.BERRY FRUITFUL,76.2,1.3,10.7
CEREALS RTE.KASHI ORGANIC PROMISE.CINN HARVEST,79,1.4,11
CEREALS RTE.KASHI ORGANIC PROMISE.ISLAND VANILLA,80.8,1.9,10.7
CEREALS RTE.KASHI ORGANIC PROMISE.RAISIN VINEYARD,79.9,0.8,8.69
CEREALS RTE.KASHI ORGANIC PROMISE.STRAWBERRY FIELDS,83.5,0.7,9.4
CEREALS RTE.KASHI SIMPLY MAIZE,83.3,3.4,7.8
CEREALS RTE.KASHI.HEART TO HEART.OAT FLAKES & BLUEBRY CLSTRS,80.3,3.79,10.39
CEREALS RTE.KASHI.ORGANIC PROMISE AUTUMN WHEAT,79,1.4,12
CEREALS RTE.KELLG'S.FRSTD MINI-WHTS.MPLE & BRWN SGR.BTE SZE,84.7,1.5,8.7
CEREALS RTE.KELLOGG RAISIN BRAN W/ OMEGA-3 FROM FLAXSEED,82.69,2.5,7.3
CEREALS RTE.KELLOGG SCOOBY-DOO! CRL,84,4.09,8.6
CEREALS RTE.KELLOGG.KELLOGG'S ALL-BRAN BRAN BUDS,81,2.5,8.9
CEREALS RTE.KELLOGG.KELLOGG'S ALL-BRAN COMPLETE WHEAT FLAKES,81.6,2.5,10.2
CEREALS RTE.KELLOGG.KELLOGG'S ALL-BRAN ORIGINAL,74.24,4.9,13.14
CEREALS RTE.KELLOGG.KELLOGG'S APPL JACKS,88.2,3.4,5.1
CEREALS RTE.KELLOGG.KELLOGG'S CINNABON CRL,83.3,7.3,5.69
CEREALS RTE.KELLOGG.KELLOGG'S COCOA KRISPIES,87.9,2.7,4.6
CEREALS RTE.KELLOGG.KELLOGG'S CORN FLAKES,84.1,0.4,7.5
CEREALS RTE.KELLOGG.KELLOGG'S CORN POPS,89.7,1.3,4.8
CEREALS RTE.KELLOGG.KELLOGG'S CRACKLIN' OAT BRAN,70.3,14.1,9.2
CEREALS RTE.KELLOGG.KELLOGG'S CRISPIX,87.19,0.8,6.59
CEREALS RTE.KELLOGG.KELLOGG'S FROOT LOOPS,88,3.4,5.3
CEREALS RTE.KELLOGG.KELLOGG'S FRSTD FLAKES,89.2,1.68,3.96
CEREALS RTE.KELLOGG.KELLOGG'S FRSTD MINI-WHEATS.BITE SIZE,83.4,1.6,9.19
CEREALS RTE.KELLOGG.KELLOGG'S FRSTD MINI-WHEATS.LITTLE BITES,83.4,1.7,9.19
CEREALS RTE.KELLOGG.KELLOGG'S FRSTD RICE KRISPIES,91.3,0.4,4.3
CEREALS RTE.KELLOGG.KELLOGG'S HONEY CRUNCH CORN FLAKES,87,1.9,6.8
CEREALS RTE.KELLOGG.KELLOGG'S HONEY SMACKS,88.5,2.2,5.7
CEREALS RTE.KELLOGG.KELLOGG'S LOFAT GRANOLA W/ RAISINS,80.1,5.2,9
CEREALS RTE.KELLOGG.KELLOGG'S LOFAT GRANOLA WO/ RAISINS,80.9,5.7,8.7
CEREALS RTE.KELLOGG.KELLOGG'S MARSHMLLW FROOT LOOPS,89.3,2.79,4.59
CEREALS RTE.KELLOGG.KELLOGG'S MINI-WHEATS.UNFROSTED BITE SZE,81,2,11.6
CEREALS RTE.KELLOGG.KELLOGG'S MUESLIX,74.9,5.4,8.6
CEREALS RTE.KELLOGG.KELLOGG'S PRODUCT 19,84.3,1.3,8.5
CEREALS RTE.KELLOGG.KELLOGG'S RAISIN BRAN,77.29,2.72,7.72
CEREALS RTE.KELLOGG.KELLOGG'S RAISIN BRAN W/ CRANBERRIES,84.19,1.5,6.9
CEREALS RTE.KELLOGG.KELLOGG'S RAISIN BRAN.CINN ALMOND,81.19,2.9,7.4
CEREALS RTE.KELLOGG.KELLOGG'S RICE KRISPIES,85.05,2.05,6.75
CEREALS RTE.KELLOGG.KELLOGG'S RICE KRISPIES TREATS CRL,85.59,4.19,4.3
CEREALS RTE.KELLOGG.KELLOGG'S SMART START ANTIOXIDANTS CRL,86.8,1.5,7.5
CEREALS RTE.KELLOGG.KELLOGG'S SPL K,73.4,1.79,17.79
CEREALS RTE.KELLOGG.KELLOGG'S SPL K BLUEBERRY,86.3,1.5,6.9
CEREALS RTE.KELLOGG.KELLOGG'S SPL K CHOCOLATEY STRAWBERRY,83.3,3.9,6.9
CEREALS RTE.KELLOGG.KELLOGG'S SPL K LOFAT GRANOLA,74.8,5.4,13.1
CEREALS RTE.KELLOGG.KELLOGG'S SPL K MULTI-GRAIN,86.59,1.29,7.59
CEREALS RTE.KELLOGG.KELLOGG'S SPL K RED BERRIES,87.09,1.29,6.3
CEREALS RTE.KELLOGG.KELLOGG'S SPL K.CINN PECAN,81.2,6,7.5
CEREALS RTE.KELLOGG.KELLOGG'S.RAISIN BRAN CRUNCH,84.9,1.79,6.59
CEREALS RTE.KELLOGG.SPL K.FRUIT & YOGURT,85.3,2.9,7.1
CEREALS RTE.KELLOGG'S APPL JACKS W/ MARSHMALLOWS,89.6,2.8,4.3
CEREALS RTE.KELLOGG'S CINN JACKS,83,7.8,5.9
CEREALS RTE.KELLOGG'S CRUNCHY NUT GOLDEN HONEY NUT FLAKES,83.3,3.9,6.7
CEREALS RTE.KELLOGG'S FRSTD FLAKES.CHOCO ZUCARITAS,85.1,3.5,5.1
CEREALS RTE.KELLOGG'S FRSTD MINI-WHEATS BITE SZ BLUEB MUFFIN,84.8,1.6,8.6
CEREALS RTE.KELLOGG'S FRSTD MINI-WHEATS LITTLE BITES.CHOC,81.4,3.4,8.5
CEREALS RTE.KELLOGG'S FRSTD MINI-WHEATS TOUCH FRUIT MDL.RASP,82.1,1.8,8.8
CEREALS RTE.KELLOGG'S FRSTD MINI-WHEATS.BIG BITE,83.4,1.6,9.2
CEREALS RTE.KELLOGG'S FRSTD MINI-WHTS TCH FRT IN MDLE.RASN,82.1,1.6,9.1
CEREALS RTE.KELLOGG'S KRAVE CHOC CRL,76.1,11.1,7
CEREALS RTE.KELLOGG'S KRAVE DOUBLE CHOC CRL,75.9,11.2,7.1
CEREALS RTE.KELLOGG'S KRAVE SMORES,76.4,10.89,7.3
CEREALS RTE.KELLOGG'S RICE KRISPIES.GLUTEN FREE,82.4,2.3,7.8
CEREALS RTE.KELLOGG'S SPL K CHOC ALMOND,81.5,5.09,7.59
CEREALS RTE.KELLOGG'S SPL K CHOCOLATEY DELIGHT,81.2,7.3,6.5
CEREALS RTE.KELLOGG'S SPL K MULTIGRAIN OATS & HONEY,85,1.8,7.8
CEREALS RTE.KELLOGG'S.FRSTD MINI-WHEATS BITE SIZE STRAWB DEL,84.6,1.6,8.7
CEREALS RTE.KELLOGG'S.RED SUGAR FRSTD FLAKES CRL,87.3,0.4,5.59
CEREALS RTE.KELLOGG'S.SPL K GLUTEN FREE.TOUCH OF BROWN SUGAR,86.5,2.5,6.09
CEREALS RTE.KELLOGG'S.SPL K PROT PLUS,60.6,2.6,31.2
CEREALS RTE.KELLOGG'S.SPL K PROT.CINN BROWN SUGAR CRUNCH,69.8,2.59,22.29
CEREALS RTE.KELLOGG'S.SPL K VANILLA ALMOND,83,4,7.8
CEREALS RTE.MALT-O-MEAL.APPL ZINGS,87.3,2.71,4.51
CEREALS RTE.MALT-O-MEAL.BERRY COLOSSAL CRUNCH,86.55,4.17,4.19
CEREALS RTE.MALT-O-MEAL.BLUEBERRY MUFFIN TOPS CRL,79.91,11.48,4.9
CEREALS RTE.MALT-O-MEAL.CHOC MARSHMLLW MATEYS,88.18,3.67,3.5
CEREALS RTE.MALT-O-MEAL.CINN TOASTERS,78.33,12.06,3.32
CEREALS RTE.MALT-O-MEAL.COCOA DYNO-BITES,87.93,3.43,4.15
CEREALS RTE.MALT-O-MEAL.COCO-ROOS,86.75,4.61,3.41
CEREALS RTE.MALT-O-MEAL.COLOSSAL CRUNCH,81.59,5.28,3.64
CEREALS RTE.MALT-O-MEAL.CORN BURSTS,90.59,0.35,3.32
CEREALS RTE.MALT-O-MEAL.CRISPY RICE,86.4,1.12,6.07
CEREALS RTE.MALT-O-MEAL.FRSTD FLAKES,90.2,0.87,4.25
CEREALS RTE.MALT-O-MEAL.FRSTD MINI SPOONERS,81.81,1.94,9.09
CEREALS RTE.MALT-O-MEAL.FRUITY DYNO-BITES,90.1,3.15,3.9
CEREALS RTE.MALT-O-MEAL.GOLDEN PUFFS,89.72,0.89,5.77
CEREALS RTE.MALT-O-MEAL.HONEY BUZZERS,89.66,1.72,3.45
CEREALS RTE.MALT-O-MEAL.HONEY GRAHAM SQUARES,74.68,9.97,4.46
CEREALS RTE.MALT-O-MEAL.HONEY NUT SCOOTERS,79.62,4.51,8.59
CEREALS RTE.MALT-O-MEAL.MARSHMLLW MATEYS,82.77,3.53,6.94
CEREALS RTE.MALT-O-MEAL.OAT BLENDERS W/ HONEY,84.94,4.17,6.78
CEREALS RTE.MALT-O-MEAL.OAT BLENDERS W/ HONEY & ALMONDS,77.26,4.88,7.8
CEREALS RTE.MALT-O-MEAL.RAISIN BRAN CRL,80.37,1.87,7.63
CEREALS RTE.MALT-O-MEAL.TOOTIE FRUITIES,85.94,3.2,4.69
CEREALS RTE.MOM'S BEST.HONEY NUT TOASTY O'S,79.84,4.51,8.6
CEREALS RTE.MOM'S BEST.SWTND WHEAT-FULS,80.91,1.83,8.18
CEREALS RTE.NATURE'S PATH.ORGANIC FLAX PLUS FLAKES,75.27,5.46,11.91
CEREALS RTE.NATURE'S PATH.ORGANIC FLAX PLUS.PUMPKIN GRANOLA,66.1,18.33,11.23
CEREALS RTE.OAT BRAN FLAKES.HEALTH VALLEY,78,3,10
CEREALS RTE.POST BRAN FLAKES,80.5,2.1,9.9
CEREALS RTE.POST GREAT GRAINS BANANA NUT CRUNCH,70.9,8.8,9.8
CEREALS RTE.POST GREAT GRAINS CRANBERRY ALMOND CRUNCH,76.6,5.9,8.9
CEREALS RTE.POST HONEY BUNCHES OF OATS W/ CINN BUNCHES,82.8,5,7.1
CEREALS RTE.POST RAISIN BRAN CRL,78.9,1.6,7.6
CEREALS RTE.POST SELECTS BLUEBERRY MORNING,81.6,5.3,6.5
CEREALS RTE.POST SELECTS MAPLE PECAN CRUNCH,77.4,8.7,8.5
CEREALS RTE.POST.ALPHA-BITS,80.3,4.6,10
CEREALS RTE.POST.COCOA PEBBLES,85.7,4.1,4.8
CEREALS RTE.POST.FRUITY PEBBLES,86.1,4.02,4.62
CEREALS RTE.POST.GOLDEN CRISP,90.1,1.7,5.5
CEREALS RTE.POST.GRAPE-NUTS CRL,80.49,1.81,11.22
CEREALS RTE.POST.GRAPE-NUTS FLAKES,82,3.7,9.4
CEREALS RTE.POST.GREAT GRAINS CRUNCHY PECAN CRL,73,10.5,9
CEREALS RTE.POST.GREAT GRAINS.RAISIN.DATE & PECAN,74.3,7.1,7.9
CEREALS RTE.POST.HONEY BUNCHES OF OATS W/ VANILLA BUNCHES,81.8,5.1,7.9
CEREALS RTE.POST.HONEY BUNCHES OF OATS.HONEY RSTD,81.19,5.46,7.12
CEREALS RTE.POST.HONEY BUNCHES OF OATS.PECAN BUNCHES,82,5.4,7
CEREALS RTE.POST.HONEY BUNCHES OF OATS.W/ ALMONDS,79.6,7.3,7.7
CEREALS RTE.POST.HONEY BUNCHES OF OATS.W/ REAL STRAWBERRIES,83.3,4.9,6.7
